content,windows
i don't know what else to call it - the space between sub-windows in pidgin,1
i think linux is where windows/mac were about 5 years ago as far as 32/64 bit compatibility,1
i think you are totally wrong. i have had very few if any 64bit issues i have many more 32/64bit issues in windows.,1
"i know windows and o/s x are still in the early stages of 64 bit , but i guess i've just been lucky to not have had much issue with mixing up 32 and 64 bit software here in the last 6-12 months, hell even my keyboard manufactorer ""maudio"" wrote 64 bit code for their midi devices",1
"is it better to have an ext2/3 partition and use a driver in windows, or create an ntfs partition, to share data..",1
"is it better to have an ext2/3 partition and use a driver in windows, or create an ntfs partition, to share data..",1
i've never really liked the windows drivers for ext2.. but perhaps that's just me,1
"no, i formated it to a linux then to fat 32, and the put back into a windows computer, after 30 seconds it restores itself",1
you will have to ask in ##windows regarding u3 issues,1
however for windows and u3 you will need to ask in ##windows,1
"a bit, just want to keep it from lanching automaticaly on windows computers",1
running windows?,1
"i'm in windows now, but i canät format the partition with the ubuntu =s",1
wamp? like...windowsapachemysqlphp?,1
"yea. thats true, i dunno. the good thing about it is, its not just linux, they drop support for those ""older"" cards in windows too",1
"then i think you need to explain a bit more what you are trying to do.. more details.. and remember, many here haven't run windows for a long time",1
"i don't need lts, but i like setting comfortable for three years, if i wanted to upgrade every six months, i could use windows! :)",1
no i mean like power save in windows,1
"hello, is there any pro of router configuration under windows xp ? ;[",1
windows me? *shudders*,1
"i have windows 7 as a host, and ubuntu 12.04 as a guest through virtual box 4.1.18, and usb devices are captured, but impossible to see anything new when typing fdisk -l",1
i ask about whether there is in the ubuntu program or utility such as windows to edit the firmware of your phone.,1
hi im streaming a radio but i dont have windows for using winamp or how its called what can i use ?,1
is there a way to install ubuntu linux in windows xp?,1
"however, if i plug it in a windows machine everything is fine",1
"well, it always had some problems but it depended on windows xp",1
"i hasn't something wrong.. i mean.. in windows xp, it had some problems with the software because when the software knew that the amount of bytes to burn was more than a certain size, then the content of the disc was deleted during the burning session.. and the cd had to be thrown away:) so.. i don't know..it probably doesn't have some problems the cd burner itself",1
"hey guys, i have a quick question: will my cd burner work with ubuntu 8.10 if i always had problems with it even when i was in windows xp?",1
"heh, but i dont know what i want from windows thing. i want to have internet connection.",1
well you need to make ndiswrapper imitate that windows thing you want,1
yes some file operations are slower with ntfs on ubuntu than on windows,1
so i've got an opinion question when someone has a chance. i've got windows xp and ubuntu dual booted and an external hard drive. what filesystem is recommended for that hard drive so that both linux and windows can read/write on it stably,1
can anyone name a good bittorrent client which  is similar to utorrent on windows?,1
suggestions for vnc to ubuntu from windows? tightvnc giving me hitches,1
"hi, can i find a program for linux that works exactly like adobe imageready in windows?",1
so you want to setup chain loading to windows?,1
but what if i'm on windows?,1
well i use windows 7,1
windows decorator is set to emerald in compiz fusion,1
it's very very rare for windows to blue screen due to something other than a hardware problem,1
99% of bluescreens in windows are hardware problems,1
"true, i understand where your going with it.. but windows xp sp2 is known and tested os but it doesnt mean its not going to blue screen and not be the os's fault",1
"this is extremely frustrating. first of all, i download a .deb file(easyubuntu) and i double click it to run the installer or whatever. nothing happens. no error messages, windows or anything at all pops up. also, when i am typing, my mouse randomly clicks and i am not even touching the mouse, this is horribly annoying because if i am typing, and the mouse clicks, the textbox stops working until i click i",1
oh. are you installed the correct driver in ubuntu for windows printer,1
the printers are shared with windowsxp machine and i am using ubuntu,1
are you configured windows xp firewall? are you installed unix print and file sharing protocol in windows xp,1
"i am using ubuntu 9.04 along with windowsxp pro (wirless network) i can see network shared printers and i installed them for my ubuntu machine, but when i execute print command to network printer , the printer make some noise but dont print .. why is that? my system is uptodate",1
"if the client is linux it will have the libs, if its windows, install and run xming",1
... that was the next step i had to go to windows for a while cause of school and havent had linux running in about 6 months and i jsut wasnt sure what had changed since last i used it,1
"don't know, but there's a windows media centre alternative out there",1
samba is for making unix shares accessible as windows shares,1
how do you use samba to access a windows share?,1
how can i symlink a file to a windows shaer,1
is your ubuntu username the same as your windows one ?,1
is this a windows machine?,1
sudo apt-get install windows vista,1
pay 500 for windows vista...,1
use windows vista....,1
isntall windows vista,1
windows forever,1
"hello, i have a problem - linux doesn't see partitions on my hdd, but fdisk it see and i can boot in windows using chainload, can you help me?",1
"odd, maybe the windows trick helps: reboot",1
"first install windows, then install redhat, then suse and then install ubuntu. grub will be automatically install. but while installing all the oss except windows, while partitioning select manual and select the partitions as logical instead of the default primary",1
any one know what the best virtual machine to run a linux host with windows guest is right now ?,1
to install windows without a windows cd?,1
"try pressing alt+f8, it's the shortcut for resizing windows. it might work.",1
i formatted my hard drive getting rid of 2 windows installs and installed a new windows now my boot loader shows 3 win 7 and ubuntu how do i get rid of the other 2 win 7?,1
well.. there's ms windows.. there's nothing native to linux that i know of,1
"- is there a reason you need shaded menus, windows, etc with transparency and wobbly windows etc while you are playing that game?",1
"i installed emerald in 11.10 but have decided against using it. i've removed all it's files yet after several minutes of using ubuntu the window manager will stop working as i suddenly have no border around my windows (so no close, minimise and maximise buttons etc). why might this be happening?",1
are you sure compiz is running? can you move windows with alt+drag even without the border?,1
"thanks. guess will try an old windows trick. create new folders, copy the .db and hope it works",1
it would identify the model of the adapter and help me figure out if it's supported without downloading hardware drivers or using windows drivers through ndiswrapper,1
"im having trouble with resizing windows - if i move the mouse to the corner or edge of a window the resize icon comes up, but if i click-drag it does nothing",1
"yep, no windows resize at all",1
"hi - im having trouble with resizing windows - if i move the mouse to the corner or edge of a window the resize icon comes up, but if i click-drag it does nothing",1
google directx 10 for windows xp,1
"nope, the loading screen just kind of like glitches the ""starting windows"" screen kind of lags alot!",1
"i installed ubuntuwith windows 7, like a dual boot and not it's stuffed up my windows 7 and it won't even load.",1
"yes i did urlin, and it says start windows normally or launch something, but neither ofthem work",1
"yeah comes up ""windows 7"" ""ubuntu"" and i can choose either one",1
"i put   4 sata hdds on it, one assigned to windows related oses and one for linuxes, but no luck with any of these",1
i just built a somewhat high end rig and know that is together i cannot put any os on it. on windows says that its a crc error system halted and something similar on ubuntu as well,1
virtualbox (on windows vista),1
"thank you.  imanaged to delete the file in command line interface with sudo. because i couldn't get the nautilus or whatever it's name is to start in root mode. in windows you can doing righ click choose to run every program as root, just like sudo but in the gui. would be a nice feature for ubuntu for folks like me who are too dumb for command line",1
"so what ?? are you realy trying to help me ? did you red my problem ?? im just trying to follow exactly this steps https://help.ubuntu.com/community/recoveringubuntuafterinstallingwindows?action=show&redirect=restoregrub  but i got error i need help for this,",1
it not booting . ... just hangs out and shows grub.. (i'm confused as the windows has mbr and we got to make the fake mbr or something is there something to do with grub ),1
"i got the dual boot system ubuntu and arch, want to run the arch on virtualbox ... i saw many blog every one of them explaining how to do with windows. any idea how to do with other distros",1
"but this is getting ridiculous... windows is closed and bs, but at least i'm not working on my system to get basic things in order every single day",1
"well i don't know what id do without these fine folks in here, id prolly just go back to windows, so hang in there someone will help you soon im sure :)",1
"actually, a windows install disk should restore your mbr, if you tell it to repair the install.  then you can use easybcd to add a linux entry to your windows bootloader, which will let you dual-boot",1
well i had installed ubuntu and windows in my pc,1
so i wanna unistall grub to get acces to windows wihouth getting to grub,1
but the partion where i had windows won't boot,1
about needing windows to install a windows boot record,1
"hi, i have ubuntu installed in my first hard drive and now want to install windowsxp (college u_u') in my second (empty) hard drive. but winxp says it needs a compatible partition on hard drive 1, any option?",1
is there a way to make windows browser links work under linux?,1
"echo $shell returns ""cygwin"", i am logging into the ubuntu computer from a cygwin shell on a windows machine",1
"right, for ages i've had a command prompt and notepad bound to a hotkey in windows.  very convenient",1
were you able to see the partition before you installed ubuntu or after? i'm pretty sure you can't view ubuntus partition through windows only the other way around,1
how can i watch a video website if it only offers windows media player or silverlight?,1
did u try windows recovery disk?,1
"i tried to start up the windows install cd, to re-install windows and it errors out while trying to load it.",1
"are there any disk check tools, that come with the ubuntu disk (live cd) that allow you to check your windows drive to make sure that nothing is wrong with it?  i want to dualboot, but... i think there is something wrong with my windows setup.",1
which version of windows?,1
it doesn't crash. and windows is still running in the vm. but i don't get any unity,1
seamless integration of windows windows,1
nothing is seamless when you refer to windows,1
"my sound card suddenly stopped working, i dual booted into windows and it works fine there. is there a way to reinstall the drivers or something?",1
"hi , i installed ubuntu...but when it restarts the system, it goes to windows repair mode..  its not even showing the ubuntu load screen or anything..",1
but did you install windows after ubuntu?,1
"other than that, you can also virtualize a full windows in ubuntu using virtualbox and the like, if wine doesn't work and you care enough...",1
on windows i can easily do that using netstat :d,1
even so i don't think it will work for all protocols. of course it should work for the same as it does on windows. but some just go across an intermediate server. you only know the server's ip then.,1
"i'm not sure you do understand. the linux memory management model is a bit different. used ram is sometimes equal to windows free ram. even when it is used, it can still be in the pool of ram that can be reallocated at random.",1
winrar is all i need in windows,1
"someone else says if you have windows, make sure you install to the device (/dev/hda for example) rather than a partition (/dev/hda1) or else windows will be irreparably damaged",1
should i just stay with windows until its resolved?,1
"it has a pretty decent market share since its on safari for windows, mac and also on the iphone",1
i have heard linux is more efficient compared to windows.why is it so?,1
"thank you. i run windows 7 64-bit on this laptop, but i also love ubuntu so its time to dual boot it.",1
browsing in ie on windows is the cause of many trouble... i don't see why you would want to use it on linux,1
"hello everyone: i got a question for a new ubuntu server install... i'm logged in and got a command prompt, how do i get in x-windows? i want to access vmware",1
this isn't mac or windows,1
and windows,1
"true, but i do miss a lot of programs in windows =p",1
"i put it in my /etc/fstab, and didn't realize that was why, i suddenly had my windows partition as a clickable icon on desktop, and it being listed as a mount in ~/.gvfs when i typed...  mount. took it out of my /etc/fstab, and now the auto-mounting has stopped",1
the tcp/ip stack in linux and windows is the same i do believe but i do know linux is trying to make their own stack,1
ha! windows and linux tcp/ip stack the same..? i think not,1
roger that. windows just doesn't get changed nearly as often,1
just like windows is changing their tcp/ip stack sometime but the code is a derivative of bsd code is that better :),1
and i'd want to make sure that i can dual boot windows and ubuntu,1
"i'm starting to wonder if i should have just installed a stripped down version of windows instead of installing ubuntu, i really cannot think of anything i can use linux for.",1
the tool you use to create the windows usb is irrelevant. you need windows help and that is done in ##windows,1
"q: i want to install windows first before installing ubuntu in a new machine. i'm currently running ubuntu in my old machine, i used unetbootin to create a win7 boot usb drive, but it's not working. anyone can sugest me a way for creating a usb boot ? thanks for looking",1
for help with windows ask in ##windows,1
we do ubuntu support. ##windows does windows support.,1
but you need help with windows,1
"what i do know is that its best to *not* work on the same hd that you are *on*. unless yo uknow what you are doing you can screw up your hd quite badly forcing you to reinstall. i suggest also doing what jack says and dl a ubuntu livecd, burn it to disk then boot from there. it has the tools you need. also why do you need to defrag? that is windows mentality which usually doesnt apply to linux distributions",1
"i have a question. my machine is 64bit capable, should i go with 32 bit ubuntu or 64 bit, because lets say windows 64 bit has issues that some drivers dont work with hardware and so on.",1
"windows recognizes only three oss: windows, windows and windows",1
did you install windows before or after ubuntu?,1
"install windows first, for it will destroy grub if you install it second -- grub can be repaired but it's better not to",1
"q: any problem on having ubuntu / win7 running together, not as vm. wasn't there boot problems because of windows or something ? i need to have win in a new computer :p",1
"i've used filezilla on windows, and it's pretty good. if the linux version is as good as the windows one, i recommend it :)",1
used itunes in windows,1
well i get like an hour or two better battery life on windows then i do on ubuntu,1
and my laptop runs much hotter in ubuntu than windows,1
"the issues are convience (vnc does work in windows too for example), and network topology, ...",1
i just changed the resolution in ubuntu and it went out of range and i cant see anything. i'm running on windows atm. how can i revert ubuntu to its default resolution?,1
"im noticing strange behavior on a fresh install of ubuntu 8.10.  occasionally the title bar for application windows disappears or appears distorted... (the title bar is the bar with the  minimize window, full screen window, and (x) close window)",1
"no, the hard drive with the windows partition was the one i wanted to install ubuntu on but it installed on the other hard drive",1
yes windows or mac,1
anyone know if i can load firefox through wine to watch my netflix account? they say i need a windows system or mac,1
ndis if it's wireless. you just need ndis and then the microsoft windows drivers,1
"hey guys, can anyone help? my harddrive is fine and im currently running my windows partition but my ubuntu partition won't boot or mount from my usb drive",1
so you can boot into windows but not ubuntu? what does the usb have to do with this?,1
"what do you mean by mount? windows can't see ubuntu partitions, and unless your bios is set up you won't be able to boot from ubuntu?",1
"or, hang on. will windows skype work in crossover 9? i have that on my hdd, not installed yet.",1
why would anyone need a program to run windows in linux?,1
windows 7 is worth it in my opiion,1
"lapa i have windows on another partition too, but i haven't boot to it for like half a year",1
how is it that kde themes don't cover all applications? some of them still look like windows 98,1
i cant seem to connect to a wireless network no matter what...and on the same machine on a windows 7 i can with no problems,1
there was no mention of windows 7 in the etc/default/grub at all,1
:: actually itz detecting as a cdrom device ...it has a in built mass storage to store the windows drivers ....i googled it ..but i couldint find a solution for that ...,1
"id ask in ##windows, its a windows app",1
"verumaddo:  i already have 2 partitions, a windows 50gb and a windows storage 165gb --- when it says beginning or end ; does it mean in the free space where to put them?",1
i use mt-daapd for media/music shares -- works with ubuntu clients and windows itunes,1
i'm wondering what i can do to fix this? as all my music resides on my windows partition...,1
i'm having an issue where my windows partition is not mounted by default,1
windows help says: displays protocol statistics and current tcp/ip connections using nbt,1
does linux have a command like nbtstat -a in windows?,1
(sorry typo) was the drive a windows drive?,1
why would you want to access ubuntu files from within windows anyway,1
"i always setup a os partition and a data partition, data partition ntfs, so i can access the data partition in both windows and ubuntu",1
that's because windows doesnt support the partitions ubuntu uses by default,1
"i just made new partition for ubuntu and i can't see it from windows, why is that ?",1
do you have a windows server?,1
- what does your hdd look like?  how full is it with windows stuff?,1
"- the windows equivalent is called the ""page file"" but in windows, it's in constant use, and it's literally a file on your harddrive located at c:\pagefile.sys.  it's always in use there.  you'll rarely find it in use in ubuntu.",1
i currently have windows installed  and iam trying to make a dual boot.   i got to the partition stage of linux install  iam not sure what ot select?  manual  or guided?,1
enabling as wins? in /etc/samba/smb.conf and then... for the windows pc's?,1
"can't resolve windows hostnames since ufw firewall is enabled (application profile samba is enabled), any ideas?",1
there is a driver for windows that make windows support ext3 & ext2,1
"well i've been working on my ubuntu installation via vmware workstation 6.5.1, on windows xp. started with ubuntu alternative cd",1
whats a good lightweight window manager that can access windows shares?,1
well... you could mount the windows shares in fstab and access them as any other folder on your hard drive,1
window managers doesn't access windows shares.. but try xfce (xubuntu),1
"xfce doesnt let me access my windows shares like gnome does, is there a way to get xfce to access my windows shares?",1
how can i set windows like?,1
just reformat the partition you used and restore thwe windows boot manager,1
"unknownussr-> the windows partition is automatically recognized, you dont need to change its label",1
ff at windows do this,1
"i installed 7.10 and the grub menu contained the wrong command hd(1,x) - it is hd(0,x). i'd like to know, why grub got confused? it also made windows unbootable (already fixed)",1
so you are at least abel to attempt to boot windows?,1
i installed ubuntu and since that mi window 7 always does the disk c check.but yesterday it had an error and it said it was fixing it and now i boot windows 7 and after window 7 logo i just see the cursor.no login or welcome screen.and when i boot ubuntu it always say fixing ubnutu cause it wasnt closed correctly something like that,1
"if the drive is in fact not going bad, then you need windows help. not that you wont get help here, just that this is a linux channel, and at least i personally don't know the first thing about windows",1
hello can some one help me? its a problem that ubuntu caused with my windows...,1
mi hdd cant be failing cause i have ubuntu installed inside windows and its working right not im in here from there,1
have you tried booting from your windows install disc and attemting whatever repair mode it may have?,1
windows vista longhorn is taking up 116.9 gb,1
you mean you want to display the desktop (minimize all windows)?,1
"jeff,i have 3 partitions,1 with the latest ubuntu,the other with the old one,and windows",1
"if you want to remove ubuntu go to #windows, you bought windows 7 they will help you install it, once you have windows 7 and you want to try ubuntu again, come back here, i already told you how install windows7 and ubuntu, if you want the specific steps you have to use the forums or go to #windows",1
"here is what you need to do.  you will have to use the forum to get specific answers and come back to the channel if you need help.   first create a live cd  that has gparted, create a partition for windows, then create a partition for ubuntu, then install windows then ubuntu",1
"however, it seems that windows boxen handle this situation without a hitch",1
you dont have a windows cd??,1
how can i fix a windows mbr from a ubuntu jaunty livecd,1
"that is on my list to do, i can do that using the windows cd but not an ubuntu cd, if someone gives you the answer can you e-mail me?  mezquitale@gmail.com thanks!",1
i think i remember someone telling me it was possible to fix a windows mbr from ubuntu long as you have write access,1
why is the windows look and feel important?,1
"ubuntu doesn't strive to make the look and feel like windows, thankfully.",1
the windows install was taking up like 70gb,1
it shows up in windows under the partitioning utility that comes with windows. it shows up as unallocated space,1
"well i dont know what happened, i was in the ubuntu install partitioning menu and the drive has disappeared off the radar on both windows and ubuntu ever since then :(",1
i am running ubuntu 8.10 and windows xp (dualbooting) on one 500gb hard drive (partitioned separated). i just got a wd raptor 10000rpm drive and want to migrate windows onto the drive. will grub know where the new os is located?,1
"corruption of the file while writing to ext3 file system in windows makingyour systme unbootable, or even worse lost",1
"so this windows ext drivers are not quite the best, eh?",1
is it possible to tile two windows vertically/horizontally like in xp,1
sda1 is where windows resides,1
"after the latest kernel upgrade, did anyone else lose access to their windows share 'smb' drives?",1
i can no longer access any of my windows share drives via smb.... any help?,1
"""couldn't display '[location]'  error: failed to mount windows share.  please select another viewer and try again.""",1
"- nods. i'm currently teaching at the local university, so i can buy it through the ""it's not cheating"" thing - so a copy of windows 7 plus office 2010 academic edition is super cheap - i'm legit, yo ;)",1
"i upgraded my wifes pc to windows 7 sp1 the other day and it worked perfectly and took about 2 hours. i went to upgrade my dual-boot to sp1, and it didn't work, and i spent around 6 hours fighting it and getting error code after error code. after downloading 1.2gb of patches and spending > 7 hours i just gave up.",1
the only time i use windows is through a virtualbox so i can write my thesis in word 2010,1
"i have a game that works with my card in windows xp but in ubuntu i run this game in wine and all my graphics settings are set to minimum and i cant not higher the graphics settings it says for the higher settings ""unsupported for graphics related reasons""",1
and in windows i can run the game on them settings its the same card... so i dont think my driver for it is installed properly or the right one or my card isnt configured properly for wine..  i have no idea what else i can do :/ i was told to make some changes in regedit in wine.. didnt help :(,1
how to develop and like i was so use to windows and like the vs on there.,1
"i have a toshiba satellite l305d, and the fan just will not slow down once it gets going, unless turned off normally (by suspending or shutting down). i have searched the wiki, but in vain. any ideas? (this does not happen in windows vista; and it continues to occur long after cpu usage drops to <10%.)",1
"well i've been using divx for windows, and the reason i like it, is because it burns movies fast",1
"hello, i am following this tutorial because i have the same laptop: http://eftakhairul.com/adjust-the-brightness-on-acer-aspire-4740-in-ubuntu/ the problem is the tutorial is asking me to update my bios through running an .exe in windows then reboot to ubuntu. how can i do this if i already removed windows?",1
"i don't know, that's what i'm wondering. because on windows, after install i had a ton of drivers i had to install.",1
then you'll need a windows os to update it. you may need to install windows to update your bios,1
"windows doesn't have the drivers for your hardware, ubuntu does :)",1
i found a workaround for the maximizing of windows though...,1
"i got it, its called packettracer and other call boson in windows",1
i have for windows but forget name,1
"btw, you can use that partimage/ubuntu thumb drive to create an image of your windows partition, too. i couldnt live without that",1
"windows can access the files in a ubuntu box very easily with ""winscp"" - you dont have to configure anything, just log in with your username and password",1
"hey, how would i make the windows equivalent of a file sharing server thing?",1
"hi, i have conkythme and when ubuntu starts the conkytheme stay in front of all windows, i made a workaround to that is open the config file and save it and they goes to back anyone can help?",1
windows cant read the linux fs natively,1
i installed the driver in windows,1
boot into ubuntu and access your windows,1
"- he only got ""memtest"" and ""windows"" after installing... how could that have happened??",1
"some programs need to be run by the root user, which is the user context of the system. like administrator in windows. the root user can do anything on your system. do not try logging in as ""root"" - that is disabled in ubuntu by default. instead call every command, that needs to be run as root, with ""sudo command""",1
it's like the thing in windows,1
cant you use the install inside of windows feature on the ubuntu install cd?,1
insert the livecd while booted in windows,1
yes it allows for dual boot and is probably the safest way to do it as it loads a grub entry into the windows boot.ini,1
"yes, it installs inside the windows partition",1
"the are no .exe files on the ubuntu cd, .exe are for windows, not linux",1
are you just trying to install windows on your computer alongside ubuntu?,1
"if there's no empty space, just resize down your ext4 partition.  leave about 20+gb for windows.",1
my mom has a printer that is incompatible with linux. is there any way to send print jobs to a windows machine hooked to the printer over the network?,1
and install it on ubuntu as windows printer,1
how do you open more windows?,1
"use ctrl-a, c to create a window, ctrl-a, ctrl-a to switch to the last-used window, ctrl-a, "" to list windows, ctrl-a, ctrl-<num> to switch to a particular number",1
"you should use one screen session, and use multiple windows in the same screen session",1
if you have a decent rig just virtual box a legal copy of windows(ie one that you own),1
i am assuming that you would want to save the windows partition existing in your pc ;),1
"alrigt, i use a desktop. and it shouldnt be neccessary to move it either, because the connection is stable in windows on this comp.",1
unless windows has better networking than ubuntu.,1
"how can i use wine to open microsoft onenote from windows?  im really new to this, i tried to figure it out, but i couldn't.",1
"when you ""use bootcamp to install windows"" the mac is really just emulating the bios layer so you can install any pc-compatible bios based os like ubuntu without trouble",1
"not just do a bootcamp install and tell the bootcamp stuff you are going to be installing windows, but put the ubuntu disk in instead",1
does the drive work under windows?,1
"ok, the first tab in the then opening windows should be called something like ""cable connections"", then there should be connection entries like ""auto eth0"" or similar. select and edit them",1
when you use the scrolling from the mouse pad when the mouse is on a free desktop space you switch desktops and all the windows disappear,1
hi room i am a noob at linux but a power user in windows,1
"prepare to have a bootable windows cd and a bootable ubuntu cd/usb stick. then make windows bootable again, then reinstall grub as described here: https://help.ubuntu.com/community/restoregrub",1
"i would try to repair windows boot from the windows cd, then make ubuntu bootable again from a ubuntu usb stick with the usual howto",1
"for me it looks as if you accidently installed grub into the boot sector of windows partition ""sda2"", instead of into the mbr",1
then download it from microsoft. windows 7 at least should be available there... (it's a dvd afaik),1
"use nfs and the guide, if you are not going to use windows later to share the drive too. if you will be using windows, then use samba to share the drive",1
"that are windows questions, the windows boot mechanism is (sorry) crap",1
"ok, here's my setup, i start my pc. grub asks me what to choose (ubuntu or vista(loader))  vista loader loads another grub, for special purposes, then prompts to select a windows installation (vista or windows 7)  i want to move the windows 7 entry from the vista loader to the grub.",1
"windows 7 complains of ""bootmgr misssing""",1
"now, i use ubuntu, so i'm not that scared of those files here, but i am when i am in windows",1
i've been finding a strange couple of files in some of my windows shared folders: khy and qffhtx.exe,1
if you have the option of doing it in windows that is what you should do to not compromise your grade. figure out later what the problem is and try to get it fixed.,1
stop wasting your time and ours please. do your project in windows and worry about fixing getting the device working in linux later.,1
i was running windows and was getting a random crash,1
what in windows requires an hour of download is one line in gnu/linux,1
"thats how i feel too, windows tries to hide stuff from you",1
"but the real value is the integration, and the fact that ""advanced features of windows"" are just standard, first-class objects in linux",1
"i have xp installed on sata, ubuntu and grub installed on ide2slave.... no matter what (hd1,0) etc i try windows will not boot from grub, can anyone help?",1
"if ur worried about your boot sectors for windows or something, perhaps there would be some way to install ubuntu to ur hdd and grub onto the usb",1
a windows mobile phone?,1
"yeah, cable is good, port is good.  it worked with windows before i blew it away.",1
"windows is most likely to be able to recover an ntfs partition, if possible",1
"remember... we _are_ talking about windows.... ""should..."" is the word of the devil",1
"i'm trying to mount hard drive with a windows installation and it's saing ""ntfs_attr_pread_i: ntfs_pread failed: input/output error failed to read $attrdef, unexpected length (-1 != 2560) ect....",1
any way to do that in linux or do i need to boot to windows? apparently the drive is full of viruses so i'm hesitant to boot into windows even from a different drive,1
and battery life was about 1/8th what it was in osx or windows 7,1
"hmmm, okay.  is samba necessary?  i thought it was for emulating a windows network?",1
"i managed it by setting up samba on my ubuntu boxes, but though i have a mixed network with linux and windows boxes in it",1
"well, yes, but all it says is ""windows network"" there",1
"windows probably does not deserve to go on your computer for real on the hard disk, so how about running it inside windows in a virtual machine instead?",1
"maybe, but  there is some way to make  windows live cd's,  but  never tried it,  and uhmmmmm",1
you are best to ask questions like that to the windows fan boys in #windows,1
yeah good luck trying to convert your gf to ubuntu :d    and this is not windows suppourt so go and ask the windows fan boys in #windows as i already said,1
i need to make a boot disk for a windows desktop machine that is down at the moment...is it possible to make a usb boot disk in ubuntu?,1
"another question, i am planning to get an external usb hard drive, what file-system options i have if i use linux but i want my external drive to be accessible by windows on other machines ?",1
isnt it for windows ?,1
"new to ubuntu, cant see my windows machines, ""failed to retrieve share list from server"" can someone help with this?",1
"the problem is that i have the same problem with my pdf files in the other partition where i have windows with acrobat reader. could the problem be that the pdf itself is too ""heavy""?",1
"and you may need to reopen windows live, note that restarting firefox resets that vendor value (or so i think)",1
"if i'm starting with a clean hard drive, should i use the win7 installer to make two partitions and then install win7 on one and then use the wubi installer or should i just use a linux cd and install independent of windows in the 2nd partition?",1
"the idea isn't to let windows handle both tasks. just don't give windows the full drive. leave space after, let it alone, and let ubuntu handle it when you mvoe on to step 2",1
windows is out,1
"- i did not. i intentionally installed windows second on my spare computer to purposely reinstall grub and learn how for troubleshooting purposes. so i installed ubuntu first, xp second. after this, naturally, xp booted and ubuntu wasn't seen due to xp overwriting the boot loader. so i did a reinstall of grub with the livecd and now ubuntu works, but not xp. xp was not formatted.",1
i havent said i have lost windows,1
ive got ubuntu installed over my entire harddrive? how do i install windows now?,1
i used what ever was built into windows 7,1
but when i reboot the computer it started in windows.,1
install windows first then ubuntu,1
"yeah i know i need to install windows first, i just needed to know how much space to set aside as unpartitioned when creating the xp ntfs partition",1
: why does it only propose c:/ (my windows partition) for installation and not d:/ (my data partition)?,1
"it's a curious question, i think i managed to do it once a while ago using windows, and i wasn't able to get a stable framerate probably because of bandwidth",1
"no, you need an x server for windows for taht to work",1
"my taskbar up (with applications, system...) and down (active windows)",1
http://www.openssh.com/windows.html ?,1
nfs in linux is sama in windows?,1
"i got three systems and few are dual boot with ubuntua and windows 7. i can access linux fs of other system with nfs. similarly, what to use to access windows fs",1
"yes, sorry. i meant accessing windows fs remotely when using ubuntu",1
great! openssh for windows 7 as well :),1
what should i use to access windows fs when within ubuntu like how nfs allows??,1
"it works fine on windows, im chatting from a windows install of pidgin now",1
the website links wont work for me but works on my friends windows xp setup.  my pidgin does not connect to the yahoo server either,1
does anyone know why nothing on yahoo works on linux?  it works great on my friends windows xp laptop,1
i liked windows xp but i'm not down with this vista shit,1
unplug the windows hard drive,1
yes.. xming is a x server for windows. it has a wizard that walks ya through the process of connecing to a linux box and running whatever app ya want.,1
"putty on the windows side works verry well, even with x forwading and together with xming :-)",1
"is it easy ? i have been a windows user, so i think if its not too difficult, i will keep this chat window open and go step by step if u could guide me through",1
"so i'm taking my partition is a gonner? would it be something wrong with the physical drive itself (windows just stopped booting, claiming an unmountable boot volume) or just that partition?",1
does anyone dual boot with windows on this channel,1
i thought double click.net was for tracking. i is only in windows.,1
"i have windows drivers  for the modem ,is there any way i can use it for using the modem in  10.04",1
i do have windows at another machine,1
what?  where is your windows partition?  you're trying to read it from linux?,1
i want to share that file then i can access it from windows,1
it is different slightly from the way windows does it,1
what filesystem should i use for a disk shared with linux and windows. it's basicly just music and movies,1
ok so there is no other way like in windows ?,1
"cube desktop, wobbly windows",1
pesky: any luck booting windows?,1
"that's what i had on windows, an ad-hoc connection that the xbox joined, but i'm not sure how exactly to set it up on ubuntu -- if i make the ad-hoc network, it doesn't seem as though the xbox can connect to it",1
"on windows vista there's an option to create a 'network bridge' between two networks.  i'm using this with my laptop to let it connect to my home wireless network, and then running an ethernet cable from the laptop to my xbox 360.  with this method, my xbox and laptop can both connect to the internet at the same time, without me having to shell out $100 for the wireless adapter for the xbox.  any way to have a similar set-up in ubuntu? (9.04)",1
can you run it off a windows computer and share?,1
"well i'm not too sure about the gui on windows.. but on linux, it will copy alongside... if there are files that are same name, they get erased.. others will stay put.. not sure about saving it to disk.. i have never tried..",1
are you using it on windows??,1
you should set your computer to boot from cd. then follow the installation instructions.. you should not go into dos or windows,1
no prob. /msg ubottu grub for info about fixing grub after installing windows,1
well i am runing linux on everything but i need to learn to build a domain that uses mac and windows as well,1
i think that windows might be able to use nfs if encryption isn't an issue,1
"if you want to be able to do windows filesharing, samba will do that for you.  if you're looking to share files across linux, windows and mac, i think sshfs works in a lot of cases (you can use an sftp client on windows), i hate samba personally because of how slow it is, and i have no idea if it works on mac",1
"pdc if i'm correct is a windows nt type of terminology, is there some reason you really need a ""domain"", because that seems like something microsoft only shops tend to function with",1
"trying to reproduce a windows domain type network in a home environment will probably run you quite a bit in licensing fees, besides, i'm still convinced that nobody really knows how to run a windows domain, none of the network people i've ever bumped into really have any idea how any of that works",1
